dzielnica,cena,cena_m2,powierzchnia,rok_budowy,wlasnosc,zabudowa,stan,pietro,pietro_max,czynsz,pokoje,material,winda,rynek,ogloszeniodawca,balkon,ogrod,taras,wspolrzedne_szerokosc,wspolrzedne_wysokosc,link,odleglosc_metro,odleglosc_centrum
Śródmieście,570000.0,15323.0,37.2,1956.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,7.0,8.0,700,1.0,building_material-69::brick,1,market::secondary,advertiser_type::private,0,0,0,52.252249,20.997947,https://www.otodom.pl/pl/oferta/kawalerka-z-antresola-wysokosc-3-6-blisko-starowki-ID4kYfk,0.8802830260172828,2.3484502654981596
Wola,398000.0,13724.0,29.0,1957.0,,building_type::tenement,,4.0,5.0,435,1.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,0,0,0,52.246513,20.95692918,https://www.otodom.pl/pl/oferta/kawalerka-w-kamienicy-na-woli-ID4kItf,0.8038636815220055,3.7273393139279234
Śródmieście,769000.0,21361.0,36.0,1962.0,building_ownership::full_ownership,,,,,500,2.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.23747,21.00848,https://www.otodom.pl/pl/oferta/2-pokoje-loggia-metro-swietokrzyska-po-remoncie-ID4kJBb,0.2305804577287503,0.6604393850342406
Śródmieście,5912630.0,31000.0,190.73,,,building_type::tenement,,5.0,5.0,,3.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.23382,21.02139,https://www.otodom.pl/pl/oferta/apartament-3-pok-foksal-garaz-centrum-warszawa-ID4he7g,0.44648778295536873,1.070463668749969
Mokotów,639448.0,16540.0,38.66,2021.0,,building_type::apartment,construction_status::to_completion,1.0,2.0,10,2.0,,1,market::primary,advertiser_type::agency,0,0,0,52.20964335,21.07349636,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-balkon-tereny-zielone-ID4gT7F,4.334010435889136,5.209162837816753
Mokotów,760000.0,14179.0,53.6,,,,construction_status::to_renovation,,,,3.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.20972,21.00332,https://www.otodom.pl/pl/oferta/mieszkanie-w-super-lokalizacj-ID4kczD,0.26667679168398534,2.4533504034447233
Bielany,555000.0,10964.0,50.62,1980.0,building_ownership::co_operative_ownership,building_type-15::block,,3.0,10.0,820,2.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.2785217,20.9168395,https://www.otodom.pl/pl/oferta/mieszkanie-50-62m2-2pok-ul-boguslawskiego-ID4jvIZ,1.8604800389529665,7.997268760718032
Targówek,667920.0,13200.0,50.6,2012.0,building_ownership::full_ownership,building_type::infill,construction_status-67::ready_to_use,3.0,4.0,450,2.0,building_material::other,1,market::secondary,advertiser_type::private,1,0,1,52.26823151590534,21.05949138729097,https://www.otodom.pl/pl/oferta/mieszkanie-50-6-m2-z-duzym-balkonem-blisko-m2-ID4l0z0,0.5967720573827963,5.451442897032933
Włochy,950000.0,19000.0,50.0,2018.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,3.0,4.0,500,3.0,building_material-69::brick,1,market::secondary,advertiser_type::private,1,0,1,52.198086643239,20.951004953967,https://www.otodom.pl/pl/oferta/perelka-bezposrednio-50m-3pokoje-widne-balkon-10m-ID4l8Lu,3.4567590352142616,5.296269605607243
Włochy,527000.0,13868.0,38.0,2018.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,2.0,4.0,,2.0,,1,market::primary,advertiser_type::agency,1,0,0,52.19030437693645,20.91833895751952,https://www.otodom.pl/pl/oferta/gotoweapartamenty-blisko-centrum-od-340-tys-ID4klhA,5.528330141524388,7.544748456748484
Ursus,795000.0,13317.0,59.7,2021.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,0.0,2.0,612,3.0,building_material::cellular_concrete,0,market::secondary,advertiser_type::private,0,1,1,52.18884829799799,20.872386906082134,https://www.otodom.pl/pl/oferta/nowe-osiedle-3-pokoje-ursus-niedaleko-kolejki-ID4l90t,6.388979044882811,10.279538833655582
Wola,870000.0,14192.0,61.3,2013.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,1.0,6.0,700,2.0,building_material::other,1,market::secondary,advertiser_type::agency,1,0,0,52.22496,20.94729,https://www.otodom.pl/pl/oferta/bardzo-wygodne-dla-singla-pary-jana-kazimierza-ID4keEc,1.5617639172752766,4.072051274749094
Wola,824040.0,28000.0,29.43,,,,,2.0,6.0,,1.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.23563,20.98657,https://www.otodom.pl/pl/oferta/browary-warszawskie-mini-apartament-ID4jFjJ,0.7030989143814723,1.3960279632010169
Wola,948000.0,26629.0,35.6,2021.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,0.0,5.0,585,1.0,building_material::reinforced_concrete,1,market::secondary,advertiser_type::private,0,0,0,52.23566762623045,20.986170869636556,https://www.otodom.pl/pl/oferta/kawalerka-dla-studenta-na-browarach-warszawskich-ID4liE6,0.7287991671050953,1.4231667291515968
Ursynów,360561.0,17170.0,21.0,,,,,3.0,4.0,,1.0,,0,market::primary,advertiser_type::agency,1,0,0,52.13684,21.02956,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-od-dewelopera-ID4gpHy,1.686534825741831,10.671248632719276
Wola,1666714.0,20960.0,79.52,2024.0,,building_type::apartment,,3.0,30.0,,3.0,building_material::other,1,market::primary,advertiser_type::agency,0,0,0,52.23131,20.9885,https://www.otodom.pl/pl/oferta/3-pokoje-w-prestizowym-apartamentowcu-ID4kINM,0.49462125929840683,1.1960928437930725
Ursus,799206.0,8827.0,90.54,2023.0,building_ownership::full_ownership,,construction_status::to_completion,1.0,7.0,,5.0,,0,market::primary,advertiser_type::agency,1,0,0,52.20109,20.88508,https://www.otodom.pl/pl/oferta/okazja-i-bez-prowizji-5-pokojowe-mieszknie-ursus-ID4kmd2,4.78537359045516,8.917385107863657
Rembertów,628500.0,10911.0,57.6,2023.0,building_ownership::full_ownership,building_type::ribbon,construction_status::to_completion,0.0,1.0,,3.0,building_material::breezeblock,0,market::primary,advertiser_type::agency,0,1,0,52.2715718,21.1587277,https://www.otodom.pl/pl/oferta/58m2-bezczynszowe-w-opcji-pod-klucz-2m-parking-ID4j9RI,6.760430145849674,11.29848934874044
Mokotów,752000.0,12966.0,58.0,1977.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,,,6.0,15.0,850,3.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.18353,21.0236,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-3-pokojowe-przy-metrze-wilano-ID4kXQF,1.106463363661637,5.490311791877384
Śródmieście,3150000.0,22737.0,138.54,1927.0,,,,1.0,3.0,,5.0,,1,market::secondary,advertiser_type::agency,0,0,0,52.221523,21.01306,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-w-kamienicy-ul-lwowska-ID4k36q,0.6802687456871085,1.2302841526007302
Mokotów,780000.0,14857.0,52.5,1959.0,,building_type-15::block,construction_status-67::ready_to_use,2.0,4.0,560,2.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,1,0,0,52.1863549,21.0246249,https://www.otodom.pl/pl/oferta/2-pok-53m-2pietro-4-cegla-3-stronne-ogrodzone-ID4lb5m,1.220412727636342,5.200734038228138
Wola,515000.0,19231.0,26.78,2023.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,1.0,5.0,,1.0,,1,market::primary,advertiser_type::agency,1,0,0,52.227860151828274,20.97889516418456,https://www.otodom.pl/pl/oferta/pelna-oferta-blisko-metra-na-wakacje-2023-roku-ID4l07X,0.26747763011117814,1.898571218200559
Wola,1054880.0,19000.0,55.52,2013.0,,building_type::apartment,construction_status-67::ready_to_use,4.0,6.0,,2.0,,1,market::secondary,advertiser_type::agency,1,0,1,52.2350382,20.9844946,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-z-balkonem-przy-wroniej-45-ID4g8px,0.6365231804885714,1.5136052561925315
Praga-Północ,475813.0,11605.0,41.0,,building_ownership::full_ownership,building_type::tenement,construction_status::to_completion,,,,2.0,,0,market::primary,advertiser_type::agency,1,0,0,52.2633,21.02832,https://www.otodom.pl/pl/oferta/dla-inwestoraswietnastopazwrotuwsercupragi-ID4kw0Z,1.0143914621069323,3.8248609139622363
Wola,1650000.0,17935.0,92.0,2021.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,9.0,12.0,1 255,3.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.2250415,20.9402388,https://www.otodom.pl/pl/oferta/apartament-zdwiema-sypialniamina-woli-ID4lefR,1.697892068017195,4.543417286188153
Mokotów,2196110.0,22900.0,95.9,,,building_type::tenement,,4.0,4.0,,3.0,building_material-69::brick,1,market::primary,advertiser_type::agency,0,0,0,52.19415,21.025,https://www.otodom.pl/pl/oferta/ekskluzywny-apartament-na-starym-mokotowie-ID4kGay,1.629354215283501,4.372562016570661
Żoliborz,1290000.0,17747.0,72.69,1936.0,building_ownership::full_ownership,building_type::tenement,,1.0,2.0,900,3.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.261926,20.98842,https://www.otodom.pl/pl/oferta/rewelacyjna-oferta-dla-rodziny-lub-na-inwestycje-ID4kJZV,0.3950943286151856,3.5667742952280226
Ochota,4000000.0,13786.0,290.14,2003.0,building_ownership::full_ownership,building_type::ribbon,construction_status-67::ready_to_use,0.0,3.0,,5.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,1,0,1,52.20936,20.95731,https://www.otodom.pl/pl/oferta/dom-jak-mieszkanie-290m2-przy-parku-ID4k6qd,2.766674085319735,4.147958481439561
Białołęka,619017.0,8941.0,69.23,2024.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,3.0,3.0,,4.0,building_material::silikat,1,market::primary,advertiser_type::developer,1,0,0,52.324253,21.048332,https://www.otodom.pl/pl/oferta/apartamenty-ostrodzka-3-pokoje-balkon-2024-ID4ljJ7,3.586322910914975,10.68374898813003
Mokotów,1249000.0,18924.0,66.0,2023.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,6.0,6.0,,3.0,building_material::silikat,1,market::secondary,advertiser_type::agency,1,0,0,52.16868,20.98922,https://www.otodom.pl/pl/oferta/mokotow-3pok-2lazienki-wanna-prysznic-ul-bokserska-ID4lizd,1.7032678032761386,7.1029592252700455
Mokotów,609000.0,11154.0,54.6,1976.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,,,763,3.0,building_material::concrete_plate,1,market::secondary,advertiser_type::agency,1,0,0,52.19350608692914,21.06783302154543,https://www.otodom.pl/pl/oferta/bernardynska-3-pokoje-z-pieknym-widokiem-0-prowi-ID4l38M,4.207338926485327,5.981238737909413
Wesoła,699000.0,7381.0,94.7,2022.0,building_ownership::full_ownership,building_type::ribbon,construction_status::to_completion,1.0,2.0,,5.0,building_material::silikat,0,market::primary,advertiser_type::developer,1,0,1,52.219227,21.23258,https://www.otodom.pl/pl/oferta/stara-milosna-dwupoziomowe-ladne-5-pokoi-ID4kD8G,13.310971609672698,15.49208059821941
Mokotów,550000.0,10185.0,54.0,1976.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status::to_renovation,,,,3.0,building_material::concrete_plate,1,market::secondary,advertiser_type::agency,1,0,0,52.1939955,21.0620388,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-warszawa-mokotow-ID4jKS7,3.9074675782076542,5.669901912762785
Ochota,695000.0,12870.0,54.0,1971.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status::to_renovation,2.0,4.0,400,3.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.19671,20.97693,https://www.otodom.pl/pl/oferta/swietna-inwestycja-mieszkanie-przy-wum-ID4kWNC,1.6912163138515903,4.369333171150335
Białołęka,636195.0,10500.0,60.59,2022.0,,,,4.0,8.0,,3.0,,1,market::primary,advertiser_type::agency,1,0,0,52.31666,20.96918,https://www.otodom.pl/pl/oferta/mila-i-cicha-okolica-ID4liTX,3.9824458839609793,9.77237345755604
Białołęka,684200.0,8834.0,77.45,2022.0,building_ownership::full_ownership,building_type::apartment,construction_status::to_completion,2.0,2.0,,3.0,building_material-69::brick,1,market::primary,advertiser_type::developer,1,0,0,52.330795,21.046652,https://www.otodom.pl/pl/oferta/brzeziny-residence-nowe-mieszkanie-a22-ID4agrM,4.309188942995614,11.357622174063808
Praga-Południe,769000.0,10675.0,72.04,2004.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status-67::ready_to_use,2.0,3.0,750,3.0,,0,market::secondary,advertiser_type::agency,0,0,1,52.2340627,21.102957,https://www.otodom.pl/pl/oferta/jasne-komfortowe-mieszkanie-72m2-warszawa-praga-pd-ID4jQYs,4.361641451149438,6.6046799898269315
Ursus,349000.0,13423.0,26.0,2019.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,4.0,6.0,280,1.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.19512,20.88379,https://www.otodom.pl/pl/oferta/pkp-ursus-kawalerka-super-gotowa-ID4juOM,5.426848166879282,9.270811989145313
Białołęka,480000.0,12000.0,40.0,2013.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,1.0,2.0,490,2.0,,0,market::secondary,advertiser_type::private,1,0,1,52.343433,21.0518694,https://www.otodom.pl/pl/oferta/mieszkanie-40m2-2-pokoje-bialoleka-16m2-balkon-ID4kXd2,5.718700432019919,12.806923731549098
Włochy,699694.0,11769.0,59.45,2022.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,3.0,5.0,480,3.0,building_material-69::brick,1,market::primary,advertiser_type::agency,1,0,0,52.19299027174097,20.93698756557618,https://www.otodom.pl/pl/oferta/blisko-wkd-10min-do-centrum-duzy-balkon-ID4kPEn,4.439609791800218,6.378690231237725
Białołęka,452000.0,10391.0,43.5,1998.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,3.0,4.0,800,2.0,building_material::breezeblock,0,market::secondary,advertiser_type::agency,0,0,0,52.33208,20.93577,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-bialolece-kom-lokatorska-ID4l04L,5.264532127439606,12.14052525871956
Wesoła,479000.0,10621.0,45.1,,building_ownership::full_ownership,,construction_status::to_completion,1.0,2.0,,2.0,building_material-69::brick,0,market::primary,advertiser_type::agency,0,0,0,52.24298,21.19658,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-stan-deweloperski-ID4l3ev,10.261783137663397,13.034403456416728
Ursynów,680000.0,11867.0,57.3,2001.0,,building_type-15::block,construction_status-67::ready_to_use,3.0,3.0,830,2.0,building_material::other,0,market::secondary,advertiser_type::agency,1,0,0,52.13206,21.07503,https://www.otodom.pl/pl/oferta/2-pokoje-57m-700m-metro-kabaty-balkon-ID4kCor,0.7733405741053133,12.038390130323545
Centrum,1599000.0,17011.0,94.0,1998.0,,building_type-15::block,,1.0,5.0,,3.0,,1,market::secondary,advertiser_type::agency,0,0,0,52.23614,21.00817,https://www.otodom.pl/pl/oferta/okolice-ogrodu-saskiego-ID4jrOj,0.08313974993480035,0.5122482052441053
Wawer,1699999.0,12312.0,138.08,2015.0,building_ownership::full_ownership,building_type::house,construction_status-67::ready_to_use,,,850,5.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,1,1,1,52.1739699,21.1672163,https://www.otodom.pl/pl/oferta/piekny-dom-na-kwiatowej-polanie-ID4lhTE,8.48491461419538,12.72263068818134
Wola,560000.0,14508.0,38.6,1964.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,3.0,9.0,620,2.0,building_material::concrete_plate,1,market::secondary,advertiser_type::private,1,0,0,52.2429742,20.9480706,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-woli-bezposrednio-ID4l1QU,0.5577260560801416,4.1416862971428685
Śródmieście,4999000.0,50408.0,99.17,2014.0,,,,5.0,5.0,,4.0,,0,market::secondary,advertiser_type::agency,0,0,1,52.23851,21.02421,https://www.otodom.pl/pl/oferta/luksusowy-apartament-w-sercu-zielonego-powisla-ID4kBsZ,0.4571255863558994,1.4489277972132373
Praga-Południe,520000.0,12470.0,41.7,1982.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,2.0,8.0,,2.0,,1,market::secondary,advertiser_type::private,1,0,0,52.22501633983773,21.09590463500977,https://www.otodom.pl/pl/oferta/goclaw-bezposrednio-przytulne-2-pokojowe-ID4kysk,4.377919208599066,6.165114966854399
Mokotów,719950.0,17183.0,41.9,2002.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,8.0,12.0,500,2.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.1721005,21.0070316,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-przy-ul-rzymowskiego-mokotow-ID4l8Yg,0.4351322291243828,6.629732796580186
Bemowo,830000.0,7587.0,109.4,1979.0,building_ownership::co_operative_ownership,building_type-15::block,construction_status::to_completion,10.0,11.0,1 800,5.0,building_material::concrete_plate,1,market::secondary,advertiser_type::agency,0,0,0,52.2218575,20.898590688141,https://www.otodom.pl/pl/oferta/5-pokoi-bemowo-110m2-lazurowa-ID4kXwK,2.30962388364143,7.400880643831148
Białołęka,416900.0,9900.0,42.11,2023.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,,,8,2.0,building_material-69::brick,1,market::primary,advertiser_type::agency,1,0,0,52.32710739752739,21.06453202800292,https://www.otodom.pl/pl/oferta/2-pokoje-na-wynajem-harmonogram-100m-bus-promo-ID4kZUb,4.025244796871868,11.328241469028251
Wilanów,1395000.0,16807.0,83.0,2006.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,1.0,4.0,705,3.0,building_material::breezeblock,0,market::secondary,advertiser_type::private,0,0,0,52.1608237,21.0780113,https://www.otodom.pl/pl/oferta/bezposrednio-wilanow-83-m2-3-pok-oddz-kuchnia-ID4l7uB,2.7535844178595346,9.284565103871165
Białołęka,469000.0,7479.0,62.71,,,,,2.0,3.0,,2.0,,0,market::primary,advertiser_type::agency,0,0,0,52.36575,20.94412,https://www.otodom.pl/pl/oferta/2-poziomowe-mieszkanie-z-mozliwoscia-przebudowy-ID4cQBy,8.991720901258454,15.487043257849713
Ursynów,2400000.0,12435.0,193.0,2020.0,building_ownership::full_ownership,building_type::apartment,construction_status::to_completion,0.0,2.0,1 200,7.0,,1,market::primary,advertiser_type::agency,0,0,0,52.16831595,21.03946135,https://www.otodom.pl/pl/oferta/apartament-na-luksusowym-osiedlu-193m2-ID4i4IP,1.3387948805859031,7.408817174951835
Śródmieście,2400000.0,29383.0,81.68,2010.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,3.0,6.0,,3.0,building_material::other,1,market::secondary,advertiser_type::agency,0,0,0,52.2339,21.0154,https://www.otodom.pl/pl/oferta/komfortowy-3-pokojowy-apartament-w-centrum-w-wy-ID4hZNs,0.34528658355569297,0.6813330487471605
Ochota,959000.0,15721.0,61.0,1938.0,building_ownership::full_ownership,building_type::tenement,construction_status::to_completion,2.0,4.0,,2.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,1,0,0,52.21972,20.98098,https://www.otodom.pl/pl/oferta/stara-ochota-kamienica-3h-balkon-cicho-ID4lgcr,1.1756519119133582,2.1671000301109995
Ursus,482000.0,11614.0,41.5,2024.0,building_ownership::full_ownership,,construction_status-67::ready_to_use,0.0,6.0,,2.0,,0,market::primary,advertiser_type::agency,0,1,0,52.20296,20.87103,https://www.otodom.pl/pl/oferta/tanie-m2-z-duzym-ogrodem-na-ursusie-ID4l0lg,5.097190831047961,9.738387318777702
Żoliborz,1170000.0,16250.0,72.0,1952.0,,,,5.0,5.0,1 000,3.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.2635873,20.9826158,https://www.otodom.pl/pl/oferta/mieszkanie-72-m-warszawa-ID4l8cw,0.44227989806828005,3.886069889633732
Ursus,620000.0,11007.0,56.33,2011.0,,,,0.0,4.0,700,3.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.196992,20.894219,https://www.otodom.pl/pl/oferta/mieszkanie-56-33-m-warszawa-ID4kYlY,4.988586883890059,8.54178331057993
Ochota,549000.0,14838.0,37.0,1970.0,building_ownership::co_operative_ownership,building_type-15::block,construction_status-67::ready_to_use,4.0,10.0,,2.0,building_material::concrete_plate,1,market::secondary,advertiser_type::private,0,0,0,52.198356,20.9808089,https://www.otodom.pl/pl/oferta/dwa-pokoje-po-generalnym-remoncie-rakowiec-ID4k3N7,1.4282134979323056,4.08909132229997
Praga-Północ,349000.0,12691.0,27.5,,,,,8.0,11.0,,1.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.26444,21.02727,https://www.otodom.pl/pl/oferta/balkon-niski-czynsz-jasne-archi-konsultacje-ID4kOeD,1.098856604226875,3.914612735303702
Bielany,835000.0,11879.0,70.29,2008.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,8.0,9.0,700,3.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.2664186,20.9437781,https://www.otodom.pl/pl/oferta/mieszkanie-70-29-m-warszawa-ID459du,1.7407305423339672,5.73219851459858
Żoliborz,1850000.0,21489.0,86.09,1930.0,building_ownership::full_ownership,building_type::tenement,,0.0,5.0,950,3.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.270172,20.98579,https://www.otodom.pl/pl/oferta/trzy-pokoje-kamienica-stary-zoliborz-metro-ID4lhWv,0.44462750928605643,4.492607617254277
Wesoła,600000.0,11236.0,53.4,,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,1.0,3.0,,3.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.24208665,21.18945145,https://www.otodom.pl/pl/oferta/na-sprzedaz-m3-warszawa-wesola-ID4jf61,9.845809853735814,12.541922210433452
Bemowo,716000.0,12221.0,58.59,,,building_type::apartment,construction_status::to_completion,3.0,5.0,,3.0,building_material::other,1,market::primary,advertiser_type::agency,1,0,0,52.2451428,20.9195059,https://www.otodom.pl/pl/oferta/59m-metro-bemowo-super-lokalizacja-swietna-cena-ID4ldsp,0.6073507088147183,6.079145885268019
Mokotów,560000.0,15819.0,35.4,1998.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,2.0,3.0,670,1.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.19302,21.0548,https://www.otodom.pl/pl/oferta/komfortowa-kawalerka-w-dobrej-lokalizacji-ID4kpcH,3.4045527711576975,5.436018814277326
Ursus,420000.0,13043.0,32.2,,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status-67::ready_to_use,7.0,10.0,350,2.0,building_material::concrete_plate,1,market::secondary,advertiser_type::private,0,0,0,52.19512,20.88379,https://www.otodom.pl/pl/oferta/besposrednio-2-pokoje-ursus-32-2-rezerwacja-ID4l77G,5.426848166879282,9.270811989145313
Żoliborz,598000.0,15737.0,38.0,,building_ownership::co_operative_ownership,building_type-15::block,construction_status-67::ready_to_use,0.0,7.0,,2.0,,1,market::secondary,advertiser_type::private,0,1,0,52.2608094,20.9683115,https://www.otodom.pl/pl/oferta/2-pokoje-38m2-zoliborz-ul-przasnyska-krasinskiego-ID4leTE,1.1819781569330015,4.130841683082785
Ursynów,569000.0,11854.0,48.0,1980.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status-67::ready_to_use,4.0,4.0,900,2.0,building_material::concrete_plate,0,market::secondary,advertiser_type::private,1,0,0,52.14973470102138,21.037481833343517,https://www.otodom.pl/pl/oferta/ursynow-2-pok-amundsena-48m-metro-bezposrednio-ID4kRrm,0.28712548574831737,9.364762522112041
Wola,515000.0,18809.0,27.38,2022.0,building_ownership::full_ownership,building_type::apartment,construction_status::to_completion,7.0,12.0,,2.0,,1,market::primary,advertiser_type::agency,1,0,0,52.22689,20.95509,https://www.otodom.pl/pl/oferta/blisko-metra-gotowe-do-dbioru-pilnie-ID4kK1F,1.0357233649873423,3.512056261163476
Ursus,669000.0,10719.0,62.41,2023.0,,,,7.0,7.0,,3.0,,0,market::primary,advertiser_type::agency,1,0,0,52.20526,20.88375,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszanie-w-cichej-okolicy-ID4ldIu,4.413970435643252,8.83580262773445
,550000.0,11795.0,46.63,2017.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,3.0,4.0,500,2.0,,1,market::secondary,advertiser_type::private,1,0,0,52.3086871721224,20.975607982559215,https://www.otodom.pl/pl/oferta/gotowe-dwa-pokoje-z-klimatyzacja-ID4kKQZ,3.312815148024986,8.805479289066568
Praga-Południe,625000.0,10965.0,57.0,1979.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status-67::ready_to_use,4.0,4.0,800,3.0,building_material::concrete_plate,0,market::secondary,advertiser_type::private,1,0,0,52.2250675,21.0720258,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-saska-kepa-ID4kaqR,3.1514630844503664,4.554005785870312
Żoliborz,6500000.0,24809.0,262.0,2006.0,,building_type::apartment,,4.0,4.0,,4.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,0,0,0,52.27046,20.97538,https://www.otodom.pl/pl/oferta/penthouse-z-prywatna-winda-stary-zoliborz-ID4kwdS,0.32837022510015584,4.78699007036515
Wola,480000.0,18462.0,26.0,1960.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,1.0,4.0,300,1.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.2481598,20.9826112,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-nowolipkach-26-m2-ID4iqMY,1.4138585044945817,2.426684699869608
Bemowo,619000.0,15799.0,39.18,2017.0,building_ownership::full_ownership,building_type::apartment,,2.0,6.0,525,2.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.229167,20.87471,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-okolice-metra-chrzanow-ID4l5d0,3.005200350233822,8.949486212099712
Wola,623900.0,12306.0,50.7,1966.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status::to_renovation,2.0,11.0,750,3.0,building_material::concrete_plate,0,market::secondary,advertiser_type::agency,1,0,0,52.2265671,20.989971,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-warszawa-wola-mirow-ID4knqz,0.7570375493509389,1.2359408181989238
Ochota,590000.0,11626.0,50.75,1970.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,1.0,10.0,677,3.0,building_material::concrete_plate,1,market::secondary,advertiser_type::agency,1,0,0,52.19618,20.97688,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-z-widna-kuchnia-ID4kMUr,1.6985578519395024,4.423456717560918
Ochota,549000.0,14838.0,37.0,1972.0,building_ownership::co_operative_ownership,building_type-15::block,construction_status-67::ready_to_use,9.0,10.0,500,2.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.1980759,20.9780011,https://www.otodom.pl/pl/oferta/mieszkanie-37-m-warszawa-ID4kWPV,1.6175624142771354,4.200864967079894
