dzielnica,cena,cena_m2,powierzchnia,rok_budowy,wlasnosc,zabudowa,stan,pietro,pietro_max,czynsz,pokoje,material,winda,rynek,ogloszeniodawca,balkon,ogrod,taras,wspolrzedne_szerokosc,wspolrzedne_wysokosc,link,odleglosc_metro,odleglosc_centrum
Wola,2250000.0,30291.0,74.28,2016.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,1.0,17.0,700,3.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.2317586,20.9735513,https://www.otodom.pl/pl/oferta/apartament-3-pok-74-m2-wola-ul-siedmiogrodzka-ID4jMdP,0.43101110044014984,2.213281615105883
Mokotów,1593400.0,15500.0,102.8,2006.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,,,1 088,3.0,building_material::reinforced_concrete,1,market::secondary,advertiser_type::agency,1,0,0,52.1808487,21.0256462,https://www.otodom.pl/pl/oferta/wysoki-standard-basen-300m-do-metra-wilanowska-ID4kXBr,1.1736514626353614,5.812115018849454
Mokotów,615000.0,10789.0,57.0,1972.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_renovation,3.0,10.0,600,3.0,building_material::reinforced_concrete,1,market::secondary,advertiser_type::agency,0,0,0,52.21111495,21.04873053,https://www.otodom.pl/pl/oferta/wygodne-trzy-pokojowe-blisko-parkow-na-mokotowie-ID4jJbX,2.640086167822792,3.7016644257047226
Ochota,1360000.0,17064.0,79.7,1928.0,,building_type::tenement,construction_status::to_renovation,4.0,5.0,800,2.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.21738,20.98604,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-w-kameralnej-kamienicy-ID4iP6h,1.5009954901061833,2.097676207074427
Włochy,838462.0,13786.0,60.82,2011.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,3.0,4.0,,2.0,building_material::other,1,market::secondary,advertiser_type::agency,0,0,0,52.18979,20.9232,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-apartament-urzadzony-60-m2-ID4jq7i,5.419191274485215,7.321517266048525
Mokotów,495000.0,11000.0,45.0,1971.0,building_ownership::co_operative_ownership,building_type-15::block,construction_status-67::ready_to_use,2.0,10.0,700,2.0,building_material::other,1,market::secondary,advertiser_type::private,1,0,0,52.2063488,21.0488786,https://www.otodom.pl/pl/oferta/2-pokoje-czerniakowska-mokotow-ID4gHlt,2.7785249732218857,4.058494815124204
Praga-Południe,530000.0,14813.0,35.78,1952.0,building_ownership::full_ownership,building_type::tenement,construction_status-67::ready_to_use,2.0,4.0,570,2.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.2458088,21.0796238,https://www.otodom.pl/pl/oferta/2-jasne-pokoje-w-kamienicy-z-duza-piwnica-ID4laJp,2.5373483930783545,5.2490761484176645
Włochy,1179927.0,11340.0,104.05,2023.0,building_ownership::full_ownership,building_type::apartment,construction_status::to_completion,3.0,3.0,12,4.0,building_material::silikat,1,market::primary,advertiser_type::developer,1,0,0,52.19921,20.915718,https://www.otodom.pl/pl/oferta/am7-104m2-3-stronne-balkon-loggia-27m2-ID4jsgP,4.533965923833222,7.13735819940269
Ursynów,1447000.0,14470.0,100.0,1977.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status-67::ready_to_use,6.0,7.0,,4.0,building_material::concrete_plate,1,market::secondary,advertiser_type::private,1,0,1,52.15815634375068,21.02713676983644,https://www.otodom.pl/pl/oferta/jasne-2-poziomy-po-remoncie-ciche-przy-metrze-ID4lfwx,0.6714802289128228,8.30522709163437
Ochota,650000.0,11628.0,55.9,1970.0,,building_type-15::block,,3.0,4.0,570,3.0,building_material::other,0,market::secondary,advertiser_type::agency,1,0,0,52.197,20.98156,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-ochocie-rakowiec-ID4kuZM,1.3745382461798623,4.205814491137767
Bielany,650000.0,9783.0,66.44,,building_ownership::full_ownership,,,2.0,4.0,,3.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.2933234,20.928664,https://www.otodom.pl/pl/oferta/mily-lokal-i-miejsce-balkon-2-miejsca-postojowe-ID4l7Nb,1.3102949511232334,8.640577016470562
Ursus,599000.0,10540.0,56.83,1960.0,building_ownership::co_operative_ownership,,construction_status-67::ready_to_use,2.0,3.0,770,2.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.19422,20.89319,https://www.otodom.pl/pl/oferta/dobra-oferta-na-start-lub-wynajem-ID4kFoh,5.3040508224472145,8.74725613414529
Praga-Południe,649000.0,10817.0,60.0,1979.0,,building_type-15::block,,,,,3.0,building_material::other,1,market::secondary,advertiser_type::agency,0,0,0,52.23956,21.11175,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-z-pieknym-widokiem-ID4ka5b,4.791116230925692,7.250513705321547
Mokotów,1114542.0,23400.0,47.63,2021.0,building_ownership::full_ownership,building_type::apartment,construction_status::to_completion,1.0,2.0,,2.0,building_material::reinforced_concrete,0,market::primary,advertiser_type::developer,0,1,1,52.195698,21.025757,https://www.otodom.pl/pl/oferta/apartament-2-pok-k-taras-mokotow-merliniego-ID49SQQ,1.6504540937762113,4.224514821304271
Wola,699000.0,11650.0,60.0,1979.0,,,,9.0,15.0,1 250,4.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.2346008,20.9719581,https://www.otodom.pl/pl/oferta/mieszkanie-60-m-warszawa-ID4lf1e,0.49961673786285754,2.343699919924934
Bielany,470000.0,11298.0,41.6,1972.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status::to_renovation,4.0,10.0,800,2.0,building_material::other,1,market::secondary,advertiser_type::private,1,0,0,52.27365599560991,20.93659933868407,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-ciche-osiedle-bielany-zielen-ID4lcpH,1.3050530050262101,6.640371223192335
Ursus,799000.0,10513.0,76.0,2005.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,3.0,6.0,,3.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.19295265,20.9003251,https://www.otodom.pl/pl/oferta/dwustronne-salon-24m2-oddzielna-kuchnia-ID4l36D,5.326240343022014,8.394716848318076
Praga-Południe,808000.0,13984.0,57.78,2023.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,2.0,5.0,,3.0,building_material::cellular_concrete,1,market::primary,advertiser_type::agency,1,0,0,52.23,21.08,https://www.otodom.pl/pl/oferta/kupujacy-nie-placi-prowizji-3-pokoje-ID4li9l,3.1722170725703425,5.039988647914982
Bemowo,783000.0,12234.0,64.0,2024.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,4.0,6.0,,3.0,,1,market::primary,advertiser_type::agency,1,1,0,52.22741,20.88849,https://www.otodom.pl/pl/oferta/nowe-mieszkania-200m-od-stacji-metra-1-2-3-4pok-ID4kK2p,2.291569889121556,8.020977209645617
Bielany,685000.0,19971.0,34.3,2025.0,building_ownership::full_ownership,building_type::house,construction_status::to_completion,2.0,3.0,,1.0,building_material-69::brick,1,market::primary,advertiser_type::agency,1,0,0,52.28229,20.94284,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-34m2-linde-residence-warto-ID4klHi,0.29367369580579217,7.080260132543539
Bielany,960000.0,12632.0,76.0,2009.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,4.0,7.0,,3.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.27852,20.91684,https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pokojowe-mieszkanie-na-bielanach-ID4kC1u,1.860520631761239,7.997119998165691
Ursynów,939300.0,17824.0,52.7,2024.0,,,,1.0,4.0,,2.0,,0,market::primary,advertiser_type::agency,0,0,0,52.12774,21.05743,https://www.otodom.pl/pl/oferta/nieopodal-metra-i-lasu-kabackiego-ID4j913,0.6116757949447289,12.08114850184378
Wilanów,739000.0,17595.0,42.0,2017.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,1.0,3.0,632,2.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.15923,21.08384,https://www.otodom.pl/pl/oferta/przytulne-2-pokojowe-mieszkanie-na-wilanowie-ID4l5ZM,2.9431429473568027,9.64802804259664
Mokotów,1245000.0,15962.0,78.0,2020.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,1.0,8.0,906,4.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.1848418,21.01076949,https://www.otodom.pl/pl/oferta/mokotow-cztery-pokoje-z-garazem-ID4fp8m,0.27990061800174915,5.222535732759989
Wawer,350000.0,10606.0,33.0,1970.0,building_ownership::full_ownership,,,5.0,10.0,450,2.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.23994,21.14723,https://www.otodom.pl/pl/oferta/2-pokoje-dobra-komunikacja-balkon-ID4kPTq,7.17903371912654,9.657325807000912
Wawer,1290000.0,7588.0,170.0,,,,construction_status-67::ready_to_use,2.0,2.0,,3.0,,0,market::secondary,advertiser_type::agency,1,1,0,52.23508,21.13647,https://www.otodom.pl/pl/oferta/mieszk-45m2-poddasze-300m2-ogrod-3-m-post-ID4kIO7,6.537743229664707,8.8895887476445
Mokotów,1350000.0,14362.0,94.0,2007.0,building_ownership::full_ownership,,construction_status-67::ready_to_use,6.0,8.0,880,3.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.18422,21.04438,https://www.otodom.pl/pl/oferta/przestronne-2-garderoby-2-lazienki-taras-ID4dhG9,2.3246233012511763,5.8922484669949835
Ursus,415000.0,13880.0,29.9,,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,,,,1.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,0,0,0,52.19512,20.88379,https://www.otodom.pl/pl/oferta/pieknie-wykonczone-30m2-klima-blisko-centrum-ID4cQEX,5.426848166879282,9.270811989145313
Wilanów,900000.0,13235.0,68.0,2016.0,,building_type::apartment,construction_status-67::ready_to_use,0.0,4.0,,3.0,building_material::other,1,market::secondary,advertiser_type::agency,0,0,0,52.1619851,21.0806706,https://www.otodom.pl/pl/oferta/trzy-oddzielne-pokoje-w-miasteczku-wilanow-ID4l9FU,2.9732959901673484,9.27328736527068
Śródmieście,1382960.0,29500.0,46.88,1904.0,building_ownership::full_ownership,building_type::tenement,construction_status::to_completion,3.0,4.0,,2.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.2242,21.0211,https://www.otodom.pl/pl/oferta/wygodne-i-przestrzenne-z-antresola-ID4k90b,0.7547831786690102,1.3228484379441146
Mokotów,519000.0,11959.0,43.4,1975.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,9.0,10.0,,2.0,building_material::other,1,market::secondary,advertiser_type::agency,1,0,0,52.1718,21.0075,https://www.otodom.pl/pl/oferta/sprzedam-2-pok-ustawne-galeria-mokotow-ID4lhsb,0.42429021520399024,6.663542157789304
Wilanów,738000.0,17869.0,41.3,2014.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,2.0,4.0,500,2.0,,1,market::secondary,advertiser_type::private,1,0,0,52.15980718780688,21.080163668267108,https://www.otodom.pl/pl/oferta/mieszkanie-wilanow-2-pok-garderoba-bezposr-ID4kmT7,2.841602715683686,9.458287870203907
Mokotów,995000.0,16048.0,62.0,1946.0,building_ownership::full_ownership,building_type::tenement,,2.0,4.0,720,2.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.2027304,21.0250235,https://www.otodom.pl/pl/oferta/blisko-parku-morskie-oko-62m2-2pok-w-kamienicy-ID4l3MT,1.47156739603653,3.473000973201479
Wola,849000.0,14895.0,57.0,2022.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,3.0,6.0,650,3.0,building_material-69::brick,1,market::primary,advertiser_type::private,1,0,0,52.22398867452868,20.943226365112285,https://www.otodom.pl/pl/oferta/bezposrednio-gotowe-od-reki-bdb-uklad-garaz-ID4jY3p,1.8445967698676404,4.364394790393154
Mokotów,1205000.0,18042.0,66.79,2017.0,,,construction_status-67::ready_to_use,1.0,7.0,,3.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.19886,21.04404,https://www.otodom.pl/pl/oferta/nowoczesne-3-pokoje-na-pieknym-moktowie-ID4lcph,2.810082336566764,4.477679702714912
Włochy,630000.0,10917.0,57.71,2023.0,building_ownership::full_ownership,building_type::apartment,construction_status::to_completion,1.0,6.0,,3.0,,1,market::primary,advertiser_type::agency,1,0,1,52.190041,20.9271919,https://www.otodom.pl/pl/oferta/miasteczko-jutrzenki-15-minut-od-centrum-ID4gnlI,5.146102772016283,7.095643065863846
Wola,769000.0,17477.0,44.0,2017.0,building_ownership::full_ownership,,construction_status-67::ready_to_use,0.0,8.0,,2.0,,0,market::secondary,advertiser_type::agency,0,1,1,52.22106,20.93419,https://www.otodom.pl/pl/oferta/apartament-h-350cm-taras-ogrod-27m2-garaz-od-zaraz-ID4lfz2,2.1352736588780457,5.03599813644034
Bemowo,549000.0,7330.0,74.9,2008.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_renovation,0.0,3.0,,3.0,building_material::other,0,market::secondary,advertiser_type::agency,1,1,0,52.2237,20.86302,https://www.otodom.pl/pl/oferta/74-9m2-mazowiecka-duzy-potencjal-macierzysz-ID4li67,3.9853746202095524,9.782469032508374
Ursus,767000.0,13696.0,56.0,2013.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,4.0,7.0,690,2.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.19935,20.86985,https://www.otodom.pl/pl/oferta/56-4-m2-w-ursusie-2-pokoje-dla-rodziny-ID4ldYC,5.471562397263216,9.95274203980099
Śródmieście,896000.0,13274.0,67.5,2000.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,0.0,3.0,700,3.0,building_material::breezeblock,0,market::secondary,advertiser_type::agency,1,0,0,52.23491,20.91995,https://www.otodom.pl/pl/oferta/3-pokoje-balkon-garaz-przy-parku-gorczewska-ID4lgTi,0.6519376177750311,5.874228187549012
Bemowo,728000.0,11960.0,60.87,,,building_type::apartment,construction_status::to_completion,1.0,6.0,,3.0,building_material::other,1,market::primary,advertiser_type::agency,1,0,0,52.227951,20.8806267,https://www.otodom.pl/pl/oferta/3-min-do-metra-61m2-widna-kuchnia-dwustronne-ID4l3Pc,2.705169087285507,8.552414278463399
Białołęka,799000.0,8323.0,96.0,2002.0,building_ownership::full_ownership,building_type-15::block,,3.0,4.0,,4.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,0,0,1,52.3315907,20.9488553,https://www.otodom.pl/pl/oferta/okazja-ladne-wygodne-4-pokoje-przy-parku-ID4lacu,5.212464729633099,11.76699159428216
Mokotów,570000.0,11925.0,47.8,1978.0,,,construction_status::to_completion,1.0,8.0,,2.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.17183,21.03314,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-balkon-piwnica-metro-winda-ID4jzSw,0.9319571503649768,6.910639093402156
Mokotów,1275000.0,17333.0,73.56,1936.0,building_ownership::full_ownership,building_type::tenement,construction_status-67::ready_to_use,1.0,5.0,,3.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.19832,21.01715,https://www.otodom.pl/pl/oferta/stary-mokotow-3-pokoje-w-kamienicy-ID4kNhr,1.056413665863177,3.7901267470674287
Ursus,490000.0,10814.0,45.31,2023.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,7.0,7.0,,2.0,building_material::silikat,1,market::secondary,advertiser_type::agency,1,0,0,52.20252,20.88575,https://www.otodom.pl/pl/oferta/2-pokoje-szybki-termin-odbioru-ID4k5Px,4.622196351183608,8.815297521287938
Bielany,629000.0,12969.0,48.5,,,building_type-15::block,,7.0,11.0,390,2.0,building_material::concrete_plate,0,market::secondary,advertiser_type::agency,0,0,0,52.2796237,20.9361701,https://www.otodom.pl/pl/oferta/mozliwosc-sprzedazy-z-meblami-ID4kCod,0.7125614861173086,7.141259624960669
Wilanów,1025000.0,14985.0,68.4,2017.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,3.0,4.0,935,3.0,building_material::silikat,1,market::secondary,advertiser_type::private,1,0,0,52.1532585315876,21.08191161352233,https://www.otodom.pl/pl/oferta/przestronne-i-sloneczne-mieszkanie-duzy-balkon-ID4kCLo,2.365013832027916,10.14183259001634
Białołęka,367660.0,9045.0,40.65,2025.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,1.0,3.0,,2.0,building_material::silikat,1,market::primary,advertiser_type::developer,0,0,1,52.336575,21.029306,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-loggia-ul-plochocinska-ID4ljMT,4.77739242496753,11.766190408999119
Mokotów,720000.0,17143.0,42.0,2002.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,9.0,13.0,500,2.0,,1,market::secondary,advertiser_type::private,1,0,0,52.19832,21.01715,https://www.otodom.pl/pl/oferta/mieszkanie-mokotow-ID4l2xe,1.056413665863177,3.7901267470674287
Wola,545000.0,17302.0,31.5,1950.0,building_ownership::full_ownership,building_type::tenement,,3.0,3.0,473,1.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.24928,20.9986,https://www.otodom.pl/pl/oferta/ladna-kawalerka-na-muranowie-ID4jkuq,0.7201922477559769,2.0174030631667446
Żoliborz,538200.0,13000.0,41.4,1964.0,building_ownership::full_ownership,,,4.0,4.0,720,2.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.26797,20.9714,https://www.otodom.pl/pl/oferta/widok-bezposrednio-na-park-sady-zoliborskie-ID4kJDP,0.37631449740118855,4.670287319954347
Wola,1050000.0,19811.0,53.0,2019.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,5.0,8.0,600,2.0,building_material::silikat,1,market::secondary,advertiser_type::agency,1,0,1,52.22679,20.95556,https://www.otodom.pl/pl/oferta/2-pokoje-taras-os-zamkniete-ID4lax5,1.0247118705303149,3.4821628047891853
Śródmieście,1499060.0,30593.0,49.0,1905.0,building_ownership::full_ownership,building_type::tenement,,2.0,5.0,,3.0,building_material-69::brick,1,market::primary,advertiser_type::agency,1,0,0,52.2235027,21.0185245,https://www.otodom.pl/pl/oferta/0-od-kupujacego-centrum-stan-deweloperski-ID4kpb3,0.6591320975831566,1.2477072406772458
Ursynów,819735.0,15692.0,52.24,2022.0,,building_type::apartment,,3.0,4.0,,3.0,,1,market::primary,advertiser_type::agency,1,0,0,52.15109,21.02458,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-ursynow-ID4kRhl,0.5772152362150825,9.054197138008051
Praga-Południe,548000.0,9786.0,56.0,1968.0,,,construction_status::to_completion,6.0,6.0,550,4.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.23158,21.07892,https://www.otodom.pl/pl/oferta/4-pokojowe-z-dzialka-rod-przez-ulice-ID4kesn,3.0107346337325467,4.962741294550449
Żoliborz,570000.0,15000.0,38.0,1958.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,2.0,5.0,450,1.0,building_material-69::brick,1,market::secondary,advertiser_type::private,0,0,0,52.26971,20.98462,https://www.otodom.pl/pl/oferta/mieszkanie-38-m-warszawa-ID4lcTF,0.423764416017124,4.469107472064062
Białołęka,615900.0,8453.0,72.86,2023.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,1.0,,8,5.0,building_material-69::brick,1,market::primary,advertiser_type::agency,1,0,0,52.3254287848412,21.06624864177245,https://www.otodom.pl/pl/oferta/nowe-5pokoje-rabat-100tys-najtaniej-od-m2-100mbus-ID4l0oR,3.8762392615383,11.195887316668147
Bielany,559000.0,12763.0,43.8,1978.0,,building_type-15::block,construction_status-67::ready_to_use,2.0,15.0,550,2.0,building_material::other,1,market::secondary,advertiser_type::agency,1,0,0,52.27455,20.93013,https://www.otodom.pl/pl/oferta/komfortowe-2-pokoje-po-remoncie-widok-balkon-park-ID4kUXp,1.410417778733877,7.027714054518348
Praga-Południe,576200.0,15060.0,38.26,2022.0,building_ownership::full_ownership,building_type::apartment,construction_status::to_completion,6.0,7.0,,1.0,building_material::other,1,market::primary,advertiser_type::agency,0,0,0,52.23432,21.10253,https://www.otodom.pl/pl/oferta/kawalerka-gotowa-do-odbioru-praga-pd-ID4i7lR,4.324859016957681,6.576799782399673
Ochota,719000.0,14948.0,48.1,2010.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,2.0,5.0,750,2.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.2009748,20.9657691,https://www.otodom.pl/pl/oferta/designerski-apartament-ochota-ID4iGoA,2.4059861765933603,4.383877011586257
Targówek,510000.0,12967.0,39.33,2023.0,building_ownership::full_ownership,,,0.0,5.0,11,2.0,,0,market::primary,advertiser_type::agency,0,1,0,52.29039,21.01745,https://www.otodom.pl/pl/oferta/czteropokojowe-mieszkanie-na-warszawskim-targowku-ID4kM02,0.8503538848432012,6.5697899621741165
Białołęka,450000.0,15254.0,29.5,2020.0,,,construction_status-67::ready_to_use,4.0,4.0,,2.0,building_material::other,1,market::secondary,advertiser_type::agency,1,0,0,52.3104125,20.9782778,https://www.otodom.pl/pl/oferta/mieszkanie-29-50-m-warszawa-ID4icJ9,3.565907375799509,8.951945876647143
Mokotów,475000.0,15323.0,31.0,1979.0,building_ownership::co_operative_ownership,building_type-15::block,construction_status-67::ready_to_use,6.0,10.0,380,2.0,building_material::concrete_plate,0,market::secondary,advertiser_type::private,0,0,0,52.1770756,21.06726,https://www.otodom.pl/pl/oferta/bezposrednio-2-pok-mokotow-naleczowska-31m2-ID4ju6H,3.33053136938296,7.370132704423311
Białołęka,819000.0,6713.0,122.0,2023.0,building_ownership::full_ownership,,,,,,5.0,building_material::breezeblock,0,market::primary,advertiser_type::agency,0,1,0,52.3410264,21.0783624,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-segment-garaz-bialoleka-ID4l8RT,5.780860242440084,13.111868859226918
Wola,6123600.0,24300.0,252.0,,building_ownership::full_ownership,,construction_status::to_completion,10.0,10.0,,5.0,building_material::other,0,market::primary,advertiser_type::agency,0,0,0,52.23858,20.98809,https://www.otodom.pl/pl/oferta/penthouse-ze-spektakularnym-widokiem-ID4eW51,0.8468572005251725,1.441423957412193
Mokotów,929000.0,16560.0,56.1,2011.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,5.0,5.0,700,3.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.2106067,21.0585958,https://www.otodom.pl/pl/oferta/dolny-mokotow-grupy-ak-polnoc-56m2-3-pokoje-lux-ID4kiVg,3.3134788114887437,4.280635480530768
Ursynów,669000.0,10790.0,62.0,1978.0,,,,9.0,10.0,900,3.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.159885,21.03171,https://www.otodom.pl/pl/oferta/mieszkanie-62-m-warszawa-ID4l2Lx,0.7607266328639877,8.176928711871613
Białołęka,430000.0,13030.0,33.0,2017.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,2.0,5.0,350,2.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.33949,20.95157,https://www.otodom.pl/pl/oferta/funkcjonalne-2-pokoje-do-wprowadzenia-ID4kSiR,6.104563579784104,12.543400808299543
Bielany,690000.0,13269.0,52.0,2001.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,0.0,4.0,600,2.0,building_material-69::brick,1,market::secondary,advertiser_type::private,0,0,0,52.3040703,20.9304152,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-biuro-bielany-garaz-ID4lds8,2.276128337369766,9.550473838475314
Ursynów,850000.0,14407.0,59.0,1983.0,building_ownership::co_operative_ownership,building_type-15::block,construction_status-67::ready_to_use,4.0,8.0,800,3.0,building_material::concrete_plate,1,market::secondary,advertiser_type::agency,1,0,0,52.14335469566081,21.04220917999269,https://www.otodom.pl/pl/oferta/mieszkanie-59mkw-ursynow-doskonala-lokalizacja-ID4fQbd,0.7473321732250723,10.130272308497272
Mokotów,470000.0,12533.0,37.5,1970.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status-67::ready_to_use,3.0,10.0,,2.0,building_material::concrete_plate,1,market::secondary,advertiser_type::agency,0,0,0,52.17205,21.00996,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-mokotowie-ID4kWeL,0.2772392186671804,6.640359123935968
Targówek,658000.0,10717.0,61.4,2005.0,,,construction_status-67::ready_to_use,0.0,4.0,,4.0,building_material::other,1,market::secondary,advertiser_type::agency,1,0,0,52.3191086,21.0691173,https://www.otodom.pl/pl/oferta/funkcjonalne-gotowe-do-zamieszkania-4-pok-62-m2-ID4koLX,3.281239247995798,10.622395170454075
Śródmieście,1360000.0,24148.0,56.32,2020.0,building_ownership::full_ownership,building_type::apartment,construction_status::to_completion,0.0,4.0,750,2.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,0,1,0,52.2149975,21.0425709,https://www.otodom.pl/pl/oferta/prestizowe-mieszkanie-rezydencja-lazienki-park-ID4ghYa,2.1913737479109727,3.1058184245680946
Ursynów,649000.0,13868.0,46.8,1979.0,building_ownership::co_operative_ownership,building_type-15::block,construction_status-67::ready_to_use,2.0,3.0,600,2.0,building_material::concrete_plate,0,market::secondary,advertiser_type::agency,1,0,0,52.151696,21.031469,https://www.otodom.pl/pl/oferta/przestronne-jasne-gotowe-do-wprowadzenia-ID4l5dS,0.16438517558153304,9.065401261444363
Wilanów,2199000.0,20456.0,107.5,,building_ownership::full_ownership,building_type::apartment,,3.0,4.0,1 200,3.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.158041,21.0665122,https://www.otodom.pl/pl/oferta/apartament-hlonda-3pokoje-107-m2-ID4lapd,1.9136305929131183,9.170853883066027
Wola,1600000.0,14787.0,108.2,2008.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,4.0,8.0,1 299,4.0,building_material::other,1,market::secondary,advertiser_type::agency,1,0,0,52.24482,20.9642,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-na-bliskiej-woli-ID4kZsY,0.911786463009211,3.200425138757768
Śródmieście,1300000.0,19197.0,67.72,1952.0,building_ownership::full_ownership,building_type::tenement,,3.0,4.0,735,3.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,0,0,0,52.220098,21.013865,https://www.otodom.pl/pl/oferta/idealne-mieszkanie-na-wynajem-przy-metrze-z-winda-ID4jgeA,0.6506557101187672,1.3976429310253062
Wilanów,495500.0,11798.0,42.0,2001.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,2.0,2.0,500,2.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.17046,21.11625,https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-idealne-na-wynajem-ID4iRNv,5.385508325717351,10.139217712735409
Ochota,899900.0,9944.0,90.5,1936.0,building_ownership::full_ownership,building_type::tenement,construction_status-67::ready_to_use,0.0,3.0,1 090,3.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.22055169096004,20.97900923016358,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-3-pokojowe-w-kamienicy-ochota-ID4l8ab,1.0783983734508542,2.2213657699484526
